ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE
37734	Ukhrul	pull, smoke	to pull	kə-ʃɐj	k ə + ʃ ɐ j				2138	527005			
37735	Ukhrul	press, stuff, push	to push	kʰə-nam	kʰ ə + n a m				35	526040			
37736	Ukhrul	sit, reside; do continuously (postp.)	to reside (live)	kə-pam	k ə + p a m				2139	526066			
37737	Ukhrul	run	to run	kə-joŋ	k ə + j o ŋ				3448	525765			
37738	Ukhrul	run	to run	kʰə-ŋə-sam	kʰ ə + ŋ ə + s a m				2141	526079			
37739	Ukhrul	scratch / scrape	to scratch	kə-kʰot	k ə + kʰ o t				2142	525799			
37740	Ukhrul	see	to see	kə-tʰɐj	k ə + tʰ ɐ j				2143	528560			
37741	Ukhrul	shoot	to shoot (an arrow)	kə-kap	k ə + k a p				727	526656			
37742	Ukhrul	sleep; lie down	to sleep	kə-pi	k ə + p i				3072	526803			
37743	Ukhrul	smell	to smell (perceive odor) [transitive]	kʰə-ŋə-nɐm	kʰ ə + ŋ ə + n ɐ m				67	526651			
37744	Ukhrul	spit	to spit	kʰə-mə-co	kʰ ə + m ə + c o				2145	526074			
37745	Ukhrul	spit	to spit	kʰə-mə-ʃo	kʰ ə + m ə + ʃ o				3750	527107			
37746	Ukhrul	stand; be proud	to stand	kʰə-ŋə-niŋ	kʰ ə + ŋ ə + n i ŋ				10250	526643			
37747	Ukhrul	steal	to steal	kʰə-li	kʰ ə + l i				2147	526648			
37748	Ukhrul	think	to think (reflect)	kə-pʰə-niŋ	k ə + pʰ ə + n i ŋ				3455	526662			
37749	Ukhrul	throw	to throw	kə-tʰam	k ə + tʰ a m				2148	525950			
37750	Ukhrul	vomit	to vomit	kʰə-mə-law	kʰ ə + m ə + l a w				2149	526907			
37751	Ukhrul	walk, go	to walk	kə-tsɐt	k ə + ts ɐ t				3457	528143			
37752	Ukhrul	tomorrow	tomorrow	ʔa-kʰama	ʔ a + kʰ a m a				2150	525982			
37753	Ukhrul	two	two	kʰə-ni	kʰ ə + n i				102	526773			
37754	Ukhrul	wet	wet	kʰə-ju	kʰ ə + j u				3460	526170			
37755	Ukhrul	white	white	kə-car	k ə + c a r				2153	525748			
37756	Ukhrul	who	who	kʰi-pa	kʰ i + p a				2154	525963			
37757	Ukhrul	yesterday	yesterday	ʔa-ja	ʔ a + j a				2155	525952			
37758	Hayu	my, me (pron po)	I [first person singular]	aŋ	a ŋ				10388	120105			
37759	Hayu	I, me, we, us (pron (1)	I [first person singular]	gu	g u				799	120407			
37760	Hayu	up, above (adv loc)	above	ani	a n i				2156	120114			
37761	Hayu	above (pp)	above	ani	a n i				2156	120115			
37762	Hayu	down, below (adv)	below, under	hutoŋ	h u t o ŋ				2157	121592			
37763	Hayu	below, down (adv)	below, under	yʊ̃ːkha	j ʊ̃ː kʰ a				330	121287			
37764	Hayu	be big, become big; win (vi, vr)	big	xʊn	x ʊ n				2158	121645			
37765	Hayu	big, huge (adj)	big	ʊlawo	ʊ l a w o				2159	120161			
37766	Hayu	black (adj)	black	khaktshiŋmi	kʰ a k tsʰ i ŋ m i				215	120304			
37767	Hayu	cold (temperature) (n)	cold (of temperature)	dzũːsa	d z ũː s a				2160	120635			
37768	Hayu	night, at night (n, adv)	dark	yeksa	j e k s a				2161	121295			
37769	Hayu	dark, darkness (adj)	dark	kuŋkuŋ	k u ŋ k u ŋ				1278	120217			
37770	Hayu	be stained, soiled (vtt (im)	dirty	bɩ(t)	b ɿ t				1472	121129			
37771	Hayu	dry (of earth) (adj)	dry	soːso	s oː s o				976	121560			
37772	Hayu	soon, early (adv)	early	naːna	n aː n a				1131	120877			
37773	Hayu	far (adv)	far	xuʔlam	x u ʔ l a m				2162	121643			
37774	Hayu	four (num)	four	bli	b l i				263	121181			
37775	Hayu	satisfied (be v.)	full	tsho	tsʰ o				2163	120603			
37776	Hayu	good (adj)	good	nuk-ha	n u k + h a				619	120904			
37777	Hayu	green, unripe	green	giruŋ	g i r u ŋ				620	120401			
37778	Hayu	hard (be v.)	hard	tsam	ts a m				2164	120492			
37779	Hayu	he, him (pron (3)	he or she [third person singular]	komi	k o m i				2165	120267			
37780	Hayu	heavy (vr)	heavy	lit	l i t				10379	121386			
37781	Hayu	tall, high (be v.)	high / tall	dzoŋ	dz o ŋ				794	120646			
37782	Hayu	horizontal (adj)	horizontal	xeŋdaŋ	x e ŋ d a ŋ				2166	121539			
37783	Hayu	hot (be v.)	hot	dze	d z e				3104	120639			
37784	Hayu	in, on, at (pp)	inside	-be	+ b e				2167	121161			
37785	Hayu	later, in a minute (adv)	late	umum-he	u m u m + h e				2168	120155			
37786	Hayu	light (in weight) (adj)	light (of weight)	oksaŋ(-mʊ)	o k s a ŋ				3474	120171			
37787	Hayu	long, lengthen, stretch (vi, vr, vtt)	long	phin	pʰ i n				2169	121066			
37788	Hayu	much (adv)	many	khuyaŋ	kʰ u j a ŋ				2170	120349			
37789	Hayu	between, in the middle	middle	maʔdum-he	m a ʔ d u m + h e				2171	121203			
37790	Hayu	near (adv)	near	kheʔwa	kʰ e ʔʷ a				2172	120360			
37791	Hayu	new (adj)	new	neːsi	n eː s i				2173	120916			
37792	Hayu	one (num)	one	kolu	k o l u				1380	120271			
37793	Hayu	one (person) (num)	one	koŋpu	k o ŋ p u				1380	120257			
37794	Hayu	outside (adv)	outside	toŋma	t o ŋ m a				2174	120727			
37795	Hayu	red (adj)	red	yitshiŋ	j i tsʰ i ŋ				2175	121265			
37796	Hayu	proper, right (of an action) (be v.)	right	hok	h o k				2176	121615			
37797	Hayu	circular, round (adj)	round	pemperemʊ	p e m p e r e m ʊ				2177	121003			
37798	Hayu	round, spherical (adj)	round	kulkul(-mʊ)	k u l k u l				10166	120231			
37799	Hayu	salty (be v.)	salty	sen	s e n				3484	121547			
37800	Hayu	sharp (of a blade) (vi)	sharp	yep	j e p				2179	121299			
37801	Hayu	small (adj)	small	dũːti	d ũː t i				2180	120833			
37802	Hayu	soft, smooth (adj)	smooth	naxpɩ-mʊ	n a x p ɿ + m ʊ				2181	120889			
37803	Hayu	soft (adj)	soft	naltsike-mʊ	n a l ts i k e + m ʊ				2182	120887			
37804	Hayu	straight (adj)	straight	tseŋtseŋ(-mʊ)	ts e ŋ ts e ŋ				2183	120543			
37805	Hayu	ant (n)	the ant	tsikibʊʔla	ts i k i b ʊ ʔ l a				2549	120499			
37806	Hayu	bamboo (n)	the bamboo	pholo	pʰ o l o				1385	121096			
37807	Hayu	bamboo (n)	the bamboo	cayi	c a j i				2184	120455			
37808	Hayu	belly (n)	the belly	soːgali	s oː g a l i				2185	121553			
37809	Hayu	stomach (n)	the belly	mʊːli	m ʊː l i				3490	121231			
37810	Hayu	bird (general, excluding the largest species) (n)	the bird	tsixtsi	ts i x ts i				1387	120512			
37811	Hayu	blood (n)	the blood	yi	j i				29703	121257			
37812	Hayu	body hair (n)	the body hair (hair or fur)	kukusom	k u k u s o m				2186	120213			
37813	Hayu	bone (n)	the bone	ru	r u				2	121340			
37814	Hayu	breast, nipple (n)	the breast (female)	tshux◦tsu	tsʰ u x + ts u				2187	120590			
37815	Hayu	cloud (n)	the cloud	kowal	k o w a l				2188	120272			
37816	Hayu	daughter (n)	the daughter	taːmi	t aː m i				1150	120672			
37817	Hayu	dog (n)	the dog	ʊː◦ri	ʊː + r i				3492	120159			
37818	Hayu	dust, dirt (n)	the dust	kiːlaŋ	k iː l a ŋ				2189	120203			
37819	Hayu	dust, dirt (n)	the dust	puːlaŋ	p uː l a ŋ				2189	120978			
37820	Hayu	ear (n)	the ear	nok◦tshuŋ	n o k + tsʰ u ŋ				32	120920			
37821	Hayu	earth, soil (n)	the earth (soil)	ko	k o				29754	120247			
37822	Hayu	egg (n)	the egg	kuŋ◦luŋ	k u ŋ + l u ŋ				3495	120219			
37823	Hayu	eye / face (n)	the eye	mek	m e k				4	121235			
37824	Hayu	father (n)	the father	uxpʊ	u x p ʊ				107	120149			
37825	Hayu	feather (n)	the feather	blop	b l o p				2190	121196			
37826	Hayu	fire (n)	the fire	me	m e				1746	121232			
37827	Hayu	fish (of the Kosi River) (n)	the fish	ho	h o				2191	121611			
37828	Hayu	flea; ghost (n)	the flea	riʔmitshiŋ	r i ʔ m i tsʰ i ŋ				2192	121332			
37829	Hayu	flower (n)	the flower	puŋmi	p u ŋ m i				201	120972			
37830	Hayu	foot, leg (n)	the foot	le	l e				129	121412			
37831	Hayu	calf, lower leg (n)	the foot	poktolo	p o k t o l o				2193	121010			
37832	Hayu	burn (e.g. house, forest) (vtt)	the forest	yɩm	j ɿ m	STEDT citing Michailovsky 89 glosses 'burn (e.g. house, forest)''			2194	121277			
37833	Hayu	fox (n)	the fox	waːhup (?)	w aː h u p				379	121460			
37834	Hayu	frog sp. (n df.)	the frog	tiktiktoktok	t i k t i k t o k t o k				781	120679			
37835	Hayu	ahead, in front, before (adv)	the front (front side)	uboŋ	u b o ŋ				2678	120150			
37836	Hayu	fruit (suff n)	the fruit	-si	+ s i				3525	121482			
37837	Hayu	goat (n)	the goat	tseːli	ts eː l i				10256	120545			
37838	Hayu	grass, weed (n)	the grass	moksa	m o k s a				1094	121242			
37839	Hayu	hail (n)	the hail	bʊxkʊm	b ʊ x k ʊ m				2197	121160			
37840	Hayu	hair (n)	the hair (of the head)	som	s o m				385	121558			
37841	Hayu	hand (n)	the hand	got	g o t				1398	120429			
37842	Hayu	head (n)	the head	putshi	p u tsʰ i				1	120974			
37843	Hayu	heart (n)	the heart	thum	tʰ u m				2198	120762			
37844	Hayu	horn (of an animal) (n)	the horn (keratinized skin)	rʊŋ	r ʊ ŋ				29719	121353			
37845	Hayu	house, home (n)	the house	kem	k e m				209	120245			
37846	Hayu	knee (n)	the knee	khokali	kʰ o k a l i				3365	120363			
37847	Hayu	leaf (n)	the leaf	lo	l o				2074	121423			
37848	Hayu	lip (n)	the lip (the lips)	kumtsiŋ	k u m ts i ŋ				10561	120225			
37849	Hayu	liver (n)	the liver	diŋ	d i ŋ				29726	120815			
37850	Hayu	louse (n)	the louse	sek	s e k				2077	121536			
37851	Hayu	lung (n)	the lung	dzot	d z o t				2078	120648			
37852	Hayu	lung (n)	the lung	diŋ◦dzyot	d i ŋ + d z j o t				2078	120819			
37853	Hayu	man, male (n)	the man (male human)	lʊ̃ːtso	l ʊ̃ː ts o				10226	121405			
37854	Hayu	meat (n)	the meat	kʊn	k ʊ n				2080	120238			
37855	Hayu	moon (n)	the moon	tsoːlo	ts oː l o				2081	120556			
37856	Hayu	biting fly, mosquito (n)	the mosquito	kananaŋ	k a n a n a ŋ				2200	120192			
37857	Hayu	mother (n)	the mother	umu	u m u				2082	120152			
37858	Hayu	hill, mountain (n)	the mountain	tshaːdzʊ	tsʰ aː d z ʊ				10229	120561			
37859	Hayu	mouse (n)	the mouse or rat	tsuʔyu	ts u ʔ j u				10424	120525			
37860	Hayu	mouth, face (n)	the mouth	muktshu	m u k tsʰ u				2085	121223			
37861	Hayu	nail, claw (n)	the nail (fingernail or claw)	dɩːmɩn	d ɩː m ɿ n				2086	120825			
37862	Hayu	name (n)	the name	miŋ	m i ŋ				18	121214			
37863	Hayu	neck (n)	the neck	kho◦bori	kʰ o + b o r i				2088	120373			
37864	Hayu	neck (n)	the neck	tshiː◦ri	tsʰ iː + r i				2088	120577			
37865	Hayu	needle (n)	the needle (for sewing)	tsuxtsum	ts u x ts u m				3376	120531			
37866	Hayu	nose (n)	the nose	tsoʔ◦no	ts o ʔ + n o				2090	120551			
37867	Hayu	pig (n)	the pig	pʊk	p ʊ k				2092	120982			
37868	Hayu	rain (n)	the rain	naʔnum	n a ʔ n u m				3378	120879			
37869	Hayu	river (n)	the river	gaŋ	g a ŋ				10235	120386			
37870	Hayu	road (n)	the road	lom	l o m				2206	121433			
37871	Hayu	root (n)	the root	rotshiŋ	r o tsʰ i ŋ				10238	121366			
37872	Hayu	thread, string (vt, vtt)	the rope	niŋ	n i ŋ				2207	120894			
37873	Hayu	salt (n)	the salt	tsiya	ts i j a				10240	120510			
37874	Hayu	sand (n)	the sand	piː̃ku	p ĩː k u				2208	120957			
37875	Hayu	excrement (n)	the shit	ex◦pi	e x + p i	cf. Shorto PAA #794 *ʔic; *ʔiə[c]; *ʔ[ə]c excrement, faeces. A: (Mon, North Bahnaric, Aslian) Mon oik, Bahnar ic, Jeh ek, Halang ik, Central Sakai êch; → Kuki-Naga *eˑk (& similar Karen forms; BENEDICT 1972 26 n. 82, 146 n. 399).	AA		120	120166			
37876	Hayu	shoulder (n)	the shoulder	phaxka	pʰ a x k a				2209	121061			
37877	Hayu	skin, bark, husk, peel (n)	the skin	kuk◦tsho	k u k + tsʰ o				689	120214			
37878	Hayu	smoke (n)	the smoke	kulu	k u l u				68	120228			
37879	Hayu	snake (n)	the snake	hoːbu	h oː b u				3590	121631			
37880	Hayu	son (n)	the son	taːwo	t aː w o				2210	120674			
37881	Hayu	spider (n)	the spider	rimdeŋ	r i m d e ŋ				2211	121334			
37882	Hayu	spider (n)	the spider	kaʔmara	k a ʔ m a r a				2212	120193			
37883	Hayu	star (n)	the star	xwaːmen	xʷ aː m e n				3595	121668			
37884	Hayu	wood (n)	the stick	siŋ	s i ŋ				287	121493			
37885	Hayu	rock, stone (n)	the stone (a piece of)	lʊ̃ːphʊ	l ʊ̃ː pʰ ʊ				81	121410			
37886	Hayu	sun (n)	the sun	loːgaŋ	l oː g a ŋ				3597	121427			
37887	Hayu	sun (n)	the sun	no◦mo	n o + m o				83	120935			
37888	Hayu	tail (n)	the tail	mun	m u n				3079	121227			
37889	Hayu	thigh (n)	the thigh	phekteŋ	pʰ e k t e ŋ				699	121083			
37890	Hayu	lightning, thunder (n)	the thunder	phaːra	pʰ aː r a				3604	121059			
37891	Hayu	wild cat, tiger (n)	the tiger	bilu	b i l u				10259	121126			
37892	Hayu	tongue (n)	the tongue	lĩːga	l ĩː g a				2105	121384			
37893	Hayu	tooth (molar, jaw) (n)	the tooth (front)	khoːbʊm	kʰ oː b ʊ m				10253	120374			
37894	Hayu	tooth (incisor) (n)	the tooth (front)	tseʊ-tseʊ lu	ts e ʊ + ts e ʊ l u				10252	120537			
37895	Hayu	tooth (n)	the tooth (front)	lu	l u				10252	121395			
37896	Hayu	tree (n)	the tree	siŋphum	s i ŋ pʰ u m				3396	121499			
37897	Hayu	water (n)	the water	ti	t i				2787	120676			
37898	Hayu	water (n)	the water	ti	t i				2787	120678			
37899	Hayu	wind (n)	the wind	hʊːdzʊŋ	h ʊː d z ʊ ŋ				29737	121599			
37900	Hayu	wind (n)	the wind	kumdzʊŋ	k u m d z ʊ ŋ				29737	120226			
37901	Hayu	woman (n)	the woman	mɩxtso	m ɿ x ts o				29767	121222			
37902	Hayu	year (in time ordinals) (suffix)	the year	thoŋ	tʰ o ŋ				2220	120783			
37903	Hayu	thick (be v.)	thick	ton	t o n				2221	120731			
37904	Hayu	your , you (pron po)	thou [second person singular]	uŋ	u ŋ				3624	120139			
37905	Hayu	you (pron (2)	thou [second person singular]	gon	g o n				3625	120431			
37906	Hayu	three (humans) (num (hu)	three	tshukpu	tsʰ u k p u				283	120584			
37907	Hayu	live (vi)	to be alive	dzol	d z o l				2436	120655			
37908	Hayu	bite (vt, vr)	to bite	tsik	ts i k				2223	120496			
37909	Hayu	burn (e.g. house, forest) (vtt)	to burn [intransitive]	yɩm	j ɿ m				2224	121277			
37910	Hayu	buy (vt, vtt)	to buy	yiŋ	j i ŋ				2692	121262			
37911	Hayu	chew (vt, vr)	to chew	nok	n o k				2225	120917			
37912	Hayu	arrive (vi)	to come	doŋ	d o ŋ				2226	120858			
37913	Hayu	come (on the same level) (vi)	to come	phi(t)	pʰ i t				2892	121063			
37914	Hayu	count, think (vtt)	to count	hi	h i				3646	121578			
37915	Hayu	die (vi)	to die	met	m e t				2227	121238			
37916	Hayu	drink (except water) (vr, vt)	to drink	tun	t u n				2228	120699			
37917	Hayu	eat (vt, vr)	to eat	dza	d z a				3419	120610			
37918	Hayu	fight (vi, vr)	to fight	pat	p a t				2229	120948			
37919	Hayu	fly (vi, vr)	to fly (move through air)	bon	b o n				2916	121180			
37920	Hayu	forget (vtt (?))	to forget	maŋ	m a ŋ				1909	121201			
37921	Hayu	hear, perceive, liste (vt, vtt)	to hear	tha(t)	tʰ a t				2231	120741			
37922	Hayu	hide (vr)	to hide (conceal)	kin	k i n				2232	120202			
37923	Hayu	catch, hold (vt, vtt)	to hold	tshʊ(t)	tsʰ ʊ t				3651	120593			
37924	Hayu	chase, cause to run (vtt)	to hunt	lʊn	l ʊ n				2234	121408			
37925	Hayu	chop, kill (vtt)	to kill	yʊk	j ʊ k				3115	121286			
37926	Hayu	kill (vtt)	to kill	sɩt	s ɿ t				3125	121512			
37927	Hayu	knead (vt, vtt)	to knead	ca(t)	c a t				2236	120458			
37928	Hayu	know (vt)	to know (something)	sɩ(t)	s ɿ t				3149	121511			
37929	Hayu	laugh (vr)	to laugh	yɩt	j ɿ t				438	121271			
37930	Hayu	teach, learn (refl.) (vtt, vr)	to learn	lit	l i t				3665	121385			
37931	Hayu	lick (vt)	to lick	pop	p o p				3558	121025			
37932	Hayu	plant, transplant (vtt)	to plant (vegetals, rice)	lʊt	l ʊ t				2755	121406			
37933	Hayu	hit, strike; play (an instrument) (vt)	to play	top	t o p				2240	120733			
37934	Hayu	pull, stretch, lead (vtt, vr)	to pull	khin	kʰ i n				2241	120331			
37935	Hayu	push (vt)	to push	thɩ(t)	tʰ ɿ t				2242	120753			
37936	Hayu	push (vt, vr)	to push	nok	n o k				3673	120913			
37937	Hayu	run (vr)	to run	lʊn	l ʊ n				4199	121409			
37938	Hayu	scratch (vt, vr)	to scratch	phok	pʰ o k				126	121090			
37939	Hayu	see (vt)	to see	yeŋ	j e ŋ				4164	121296			
37940	Hayu	shoot, shoot or throw at sth. (vt)	to shoot (an arrow)	op	o p				727	120175			
37941	Hayu	sleep (vi, vr)	to sleep	ɩm	ɿ m				2244	120130			
37942	Hayu	sow (vt, vtt)	to sow (broadcast, scatter seeds)	tshʊk	tsʰ ʊ k				2245	120592			
37943	Hayu	swallow, spit (vtt, vr)	to spit	tok	t o k				598	120720			
37944	Hayu	stand; build, stand sth. up (vr, vt, vtt)	to stand	yɩp	j ɿ p				2246	121276			
37945	Hayu	count, think (vtt)	to think (reflect)	hi	h i				3683	121578			
37946	Hayu	throw sth. at sth. (obj.)	to throw	tsat	ts a t				2248	120488			
37947	Hayu	vomit (n)	to vomit	phaphari	pʰ a pʰ a r i				3070	121055			
37948	Hayu	walk, leave, depart (vr)	to walk	khok	kʰ o k				2249	120362			
37949	Hayu	wipe (vt, vtt)	to wipe	yu	j u				3393	121281			
37950	Hayu	today (adv)	today	tɩrɩ	t ɿ r ɿ				2250	120689			
37951	Hayu	tomorrow, the next day (adv)	tomorrow	nukun	n u k u n				3083	120905			
37952	Hayu	two (human) (num)	two	nakpu	n a k p u				102	120869			
37953	Hayu	wet, be soaked (esp. by rain) (vtt (im)	wet	nat	n a t				2251	120876			
37954	Hayu	white (adj)	white	dawaŋ◦mi	d a w a ŋ + m i				2252	120812			
37955	Hayu	who? (pron in)	who	su	s u				2253	121519			
37956	Hayu	yellow (adj)	yellow	helduŋmi	h e l d u ŋ m i				2254	121610			
37957	Hayu	yesterday (adv)	yesterday	tɩ̃ːdzoŋ	t ɿ̃ː d z o ŋ				3102	120686			
37958	Tangut		four	ljɨɨr	l j ɨɨ/ɨː r				263		四		
37959	Tangut		three	so.	s o./o				283		三		
37960	Tangut		the dream	mjiij	m jii j				10217		夢		
37974	Tangut		heavy	ljɨɨ	l j ɨɨ/ɨː				10379		重		
37977	Tangut		the snake	phio	ph i o				70		蛇		
37978	Tangut		to cry (weep)	ŋwu	ŋ w u				1127		哭		
37981	Tangut		the father	wja	w ja				10198		父		
37982	Tangut		light (of weight)	jij	j i j				10542		輕		
37983	Tangut		the mother	mja	m ja				3650		母		
37987	Tangut		the fruit	dew	d e w				2498		果		
37990	Tangut		to sleep	me	m e				65		睡		
37991	Tangut		the shoulder	wa.	w a./a				13		肩		
37996	Tangut		to dig	luu	l uu				10191		掘		
37997	Tangut		the bird	dʑjwow	dʑ jwo w				3735		鳥		
37999	Tangut		high / tall	bjij	b ji j				896		高		
38000	Tangut		the frog	pie.	p i e./e				145		蛙		
38002	Tangut		the flower	wja.	w j a./a				10204		花		
38005	Tangut		the wind	ljɨ	l jɨ				994		風		
38006	Tangut		sharp	rewr	r e w r				4167		尖		
38008	Tangut		the mouse or rat	ɕiwə	ɕ i wə				10424		鼠		
38009	Tangut		to buy	lwə	l wə				2333		買		
38011	Tangut		long	dʑjo	dʑ j o				675		長		
38012	Tangut		the ant	kjiwr	k ji w r				2954		蟻		
38013	Tangut		big	khwej	kh w e j				10181		大		
38014	Tangut		wet	tsji	ts ji				4194		濕		
38015	Tangut		left	ʑji.	ʑ j i./i				816		左		
38017	Tangut		the tiger	le	l e				1053		虎		
38018	Tangut		cold (of temperature)	dʑjij	dʑ ji j				10187		寒		
38019	Tangut		soft	wəə	w əə				3107		軟		
38021	Tangut		right	tɕier	tɕ i e r				920		右		
38022	Tangut		far	khwa	kh w a				10197		遠		
38025	Tangut		hard	.jijr 1.74	j ij r				341				
38026	Tangut		the lip (the lips)	mər	m ə r				2075		唇		
38027	Tangut		to think (reflect)	sjiij	s jii j				10586		想		
38031	Tangut		morning	mji.j	m j i./i j				4208		晨		
38033	Tangut		to scratch	mja.	m j a./a				4161		傷/搔		
38035	Tangut		hot	tsja	ts ja		tib tsha		586		熱		
38036	Tangut		tomorrow	na rar	n a r a r				4216		翌日		
38037	Tangut		yesterday	jɨ njɨɨ	j ɨ n jɨɨ				4215		昨日		
38038	Tangut		today	pjɨ sjij	p ɨ js ji j				1313		今朝		
38039	Tangut		to sing	kjạ	k ji		ch		4172		唱		
38040	Tangut		five	ŋwə	ŋ wə				10357		五		
38041	Tangut		I [first person singular]	mjo	m j o				105		我		
38042	Tangut		the pig	wa	w a				2092		豬		
38043	Tangut		thou [second person singular]	nja	n ja				10588		汝		
38044	Tangut		the salt	tshjɨ	tsh jɨ				4160		鹽		
38045	Tangut		to steal	kwjɨɨr	k w j ɨɨ/ɨː r				10464		盜		
38047	Tangut		the lung	tsə.	ts ə./ə				716		肺		
38048	Tangut		the rain	dzju.	dz j u./u				4153		雨		
38049	Tangut		the year	kjiw	k ji w				4196		年		
38050	Tangut		the bamboo	lhju.	lh j u./u				821		竹		
38051	Tangut		to shoot (an arrow)	khia	kh i a				4168		射		
38052	Tangut		to vomit	wja	w ja				736		吐		
38058	Tangut		the hail	mur	m u r				1166		霜		
38059	Tangut		inside	u	u				4214		內/中		
38060	Tangut		near	bjij	b ji j				4148		近		
38061	Tangut		the grass	ɕjɨ	ɕ jɨ				1361		草		
38062	Tangut		the fog	le	l e				10216		霧		
38064	Tangut		to wipe	ɕjɨ ɕja	ɕ jɨ ɕ ja				3562		拂拭		
38065	Tangut		the river	mja	m ja				2838		河		
38066	Tangut		to count	sej	s e j				10189		算		
38067	Tangut		old (of person)	nar	n a r				2051		老		
38068	Tangut		to reside (live)	dʑjiij	dʑ jii j				678		住		
38069	Tangut		straight	twu.	t w u./u				983		直		
38071	Tangut		late	nej²	n e j ²				4207				
38072	Tangut		many	mjaa	m jaa				3473		多		
38073	Tangut		the woman	sji	s ji				4195		女		
38074	Tangut		to hunt	ba	b a				1455				
38075	Tangut		to hide (conceal)	lwu	l w u				696		隱/匿/伏		
38076	Tangut		to spit	pie.	p i e./e				4185		吐		
38077	Tangut		to throw	dʑjwo	dʑ jwo				4188		擲		
38078	Tangut		bad	niow	n i o w				10179		惡		
38079	Tangut		the spider	tsju.	ts j u./u				4184		蜘蛛		
38080	Tangut		the mud	tɕior	tɕ i o r				2018		泥		
38081	Tangut		the needle (for sewing)	ɣa	ɣ a				10231		針		
38083	Tangut		the flea	lə	l ə				944		蚤		
38084	Tangut		the wing	dzjwɨ	dz jwɨ				282		翼		
38086	Tangut		to be alive	sjwu.	s j w u./u				280		活		
38087	Tangut		outside	djɨr 2.77	d j ɨ r				10562				
38088	Tangut		short	wji.j	w j i./i j				4169		短		
38089	Tangut		to chew	gjii	g jii				1534		嚙		
38090	Tangut		round	io.	i o./a				4159		圓		
38092	Tangut		to pull						0				
38094	Tangut		to burn [intransitive]	njwɨ	n jwɨ				3198		燃/燒		
38095	Tangut		to push	khwej	kh we j				4152				
38096	Tangut		to fight	ɣwej	ɣ we j				10200		鬥		
38097	Tangut		to play	u	u				4149		遊戲/娛樂		
38098	Tangut		six	tɕhjiw	tɕh ji w				306		六		
38099	Tangut		nine	gjɨɨ	g j ɨɨ/ɨː				24		九		
38102	Tangut		to laugh	djiij	d jii j				2283		笑		
38103	Tangut		to lick	lhiaa	lh i aa				101		舐		
38107	Tangut		the armpit						0				
38109	Tangut		you [second person plural]						0				
38111	Tangut		the frost	nja	n ja				4204		霜		
38112	Tangut		the goat	tshjɨ	tsh jɨ				774		山羊		
38113	Tangut		the branch	.war	w a r				410				
38114	Tangut		middle	zji.j	z j i./i j				1126		中		
38115	Tangut		the snow	wji.	w j i./i				2372		雪		
38116	Tangut		the forest	bo	b o				10219		林		
38118	Tangut		the thigh	bia.	b i a./a				4203		股		
38119	Tangut		eight	jar	j a r				183		八		
38122	Tangut		seven	ɕja.	ɕ j a./a				4166		七		
38123	Tangut		the hand	la.	l a./a				229		手		
38125	Tangut		the breast (female)	new	n e w				10186		乳房		
38127	Tangut		the sheep	jij	j i j				342		羊		
38128	Tangut		to plant (vegetals, rice)	lji.	l ji.				722		種		
38129	Tangut		the dust	me	m e				10194		塵埃		
38130	Tangut		the rainbow	tsjwu	ts jwu				4206		虹		
38133	Tangut		he or she [third person singular]	tsjij	ts ji j				1296		彼		
38134	Tangut		to bite	kiej	k i e j				10183		咬		
38135	Tangut		to lie down	gwjɨr	g wjɨ r				2363		臥		
38136	Tangut		dirty	tɕior	tɕ i o r				10192		污		
38138	Tangut		to smell (perceive odor) [transitive]	ljii	l jii				4182				
38139	Tangut		hundred	jir	j i r				185		百		
38140	Tangut		the lake						0				
38141	Tangut		above	tɕhjaa	tɕh jaa				10178				
38142	Tangut		noon	ljij	l ji j				4217		午		
38143	Tangut		the earthworm	ljɨ. ɕjii	l jɨ. ɕ jii				4205		蚯蚓		
38144	Tangut		young	thjwi.	th jwi.				4222		少		
38145	Tangut		salty	tɕhjwi	tɕh jwi				4200		鹹		
38146	Tangut		below, under	khju	kh ju				10180		下		
38147	Tangut		dark	mur	m u r				4209				
38148	Tangut		horizontal						0				
38149	Tangut		the mosquito	mə tsji	m ə ts ji				2689		蚊子		
38150	Tangut		to blow (of wind)	ljɨ wor	l jɨ wo r				10184		起風		
38151	Tangut		the ice	wo.	w o.				1169		冰		
38152	Tangut		to learn	ɣiew	ɣ i e w				119		學		
38153	Tangut		to know (something)	sjij	s ji j				2279				
38154	Tangut		to flow	lju.	l ju.				10202		流		
38155	Tangut		the otter	ɕiow	ɕ i o w				1290				
38156	Tangut		thin (object)	bji	b ji				3196		薄		
38157	Tangut		to forget	mjɨ.	m j ɨ./ɨ				1575		忘		
38158	Tangut		to run	ljwɨ.	l jwɨ.				4198		跑/馳/奔		
38160	Tangut		the nit	ɕju.	ɕ ju.				190		蟣		
38161	Tangut		to sow (broadcast, scatter seeds)						0				
38162	Tangut		the wolf	ɕjwɨ	ɕ jwɨ				4201		狼		
38163	Tangut		to marry (a man marries a woman)	ta.	t a.				4218		娶		
38164	Tangut		the fox	nə dʑiə	n ə dʑ i ə				4210		狐		
38165	Tangut		the wood (material)	sji	s ji				0		木		
38166	Tangut		the husband	wə	w ə				0		夫		
